user_id,recomendations
D3V3D,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198099408755,"['Prominence Poker', 'Counter-Strike: Global Offensive', 'Gunpoint', 'the static speaks my name']"
76561198075153461,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'Stardew Valley', ""Garry's Mod""]"
76561198081375074,"['POSTAL 2', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198043232952,"['Rocket League®', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
gearlan,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Reign Of Kings']"
heilmeinyellerr,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
76561198080574444,"['Borderlands 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
thets_racist,"['Counter-Strike: Global Offensive', 'Robocraft', 'Team Fortress 2', ""Garry's Mod""]"
DakiniBrave,"['Dust: An Elysian Tail', 'Mountain', 'Team Fortress 2', 'Memories of a Vagabond', 'Terraria']"
76561198073350442,"['ShellShock Live', 'Counter-Strike: Global Offensive', 'Revolution Ace']"
rengnar,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
DamnPyro,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198099912561,"['Prison Architect', ""Garry's Mod"", 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V"", 'Borderlands 2']"
Dubzayyy,"[""Five Nights at Freddy's 2"", ""Five Nights at Freddy's"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
ImTheSloth,"['Loadout', 'Goat Simulator', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
twinturboskyline,"['Killing Floor', 'Saints Row: The Third', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Dansnaith,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
domeweed,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
CreepyHuman,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
itsdandytime,"[""Garry's Mod"", 'Counter-Strike: Source', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198057762473,"['Loadout', 'Trove', 'Torchlight II', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198070549039,"['War Thunder - Steam Pack', 'Puzzle Pirates', ""Squirt's Adventure"", 'Final Rush']"
76561198026203679,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198089650922,"['BioShock Infinite', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
76561198024978857,"['Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'DayZ']"
greedylilshit,"['Star Wars: Battlefront 2 (Classic, 2005)', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Unturned']"
rainbowexplosian,"['No More Room in Hell', 'ORION: Prelude', 'Team Fortress 2', 'Surgeon Simulator', 'Counter-Strike: Global Offensive']"
76561198049669948,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Alpha_m0use,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198072343532,"['Counter-Strike: Global Offensive', 'Unturned', 'Team Fortress 2', 'PlanetSide 2', ""Garry's Mod""]"
76561198047633346,"['Killing Floor', 'DARK SOULS™: Prepare To Die™ Edition', 'DARK SOULS™ III', 'DARK SOULS™ II', 'Team Fortress 2']"
29123,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198048139138,"[""Sid Meier's Civilization® V"", 'Left 4 Dead 2', 'Age of Empires II HD', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198089191476,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Castle Crashers®']"
hardtostopme,"['Grand Theft Auto V', 'The Walking Dead', 'Euro Truck Simulator 2', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198048123785,"['Mount &amp; Blade: Warband', ""Garry's Mod"", 'Gnomoria']"
captainamerica9662,"['Stranded Deep', 'DOOM', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
darhmonkey,"['BioShock Infinite', 'Dishonored', 'Team Fortress 2', 'STAR WARS™ Jedi Knight - Jedi Academy™']"
gftdfc,"['Terraria', 'Killing Floor', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
DarkDarsi,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198074333465,"['FEZ', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'VVVVVV']"
DarkKnight2599,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Left 4 Dead 2']"
76561198079314761,"['Warframe', 'Team Fortress 2', 'Dust: An Elysian Tail', 'Counter-Strike: Global Offensive']"
76561198093167547,"[""Garry's Mod"", 'Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198072534476,"['Sanctum 2', 'Borderlands 2', 'PlanetSide 2']"
Darknight234,"['Counter-Strike: Global Offensive', 'PlanetSide 2', 'Team Fortress 2', ""Garry's Mod"", 'Gunpoint']"
Thedarkpotato,"['The Binding of Isaac: Rebirth', 'The Binding of Isaac', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
76561198072331629,"['Fallout: New Vegas', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
darkdraco2704,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
The_Dark_Liger,"['Darkest Dungeon®', 'FTL: Faster Than Light', 'Cosmonautica', 'The Binding of Isaac', 'Runers']"
Dark_samaCH_PONY,"['Source Filmmaker', 'Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1', ""Assassin's Creed® Unity"", 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
ImaMemerxxx,"[""Tom Clancy's Rainbow Six® Siege"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Grand Theft Auto V']"
Jakey_Cee,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Gotham City Impostors Free to Play']"
DANGERMOOOUSE,"['Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
agenteagle,"['PAYDAY™ The Heist', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'PAYDAY 2: Hotline Miami']"
DarthDunsparce,"['Borderlands 2', 'Spiral Knights', 'The Binding of Isaac: Rebirth', 'Team Fortress 2', 'Alien Swarm']"
DarthRhys,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Evolve Stage 2', 'Firewatch']"
76561198051313306,"['Sniper Elite 3', 'Counter-Strike: Global Offensive', 'Rocket League®', 'PAYDAY™ The Heist', 'Commandos: Behind Enemy Lines']"
darvvin,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Life is Strange - Episode 1']"
dascorpi0n,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
Dascuugen,"['DARK SOULS™: Prepare To Die™ Edition', ""Bad Rats: the Rats' Revenge"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
Dwash,"['Robocraft', 'Call of Duty®: Black Ops III', ""Tom Clancy's Rainbow Six® Siege"", 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
itsmeDiegoXD,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198079118839,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
quickquack,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198068148027,"['Euro Truck Simulator 2', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198089766169,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Left 4 Dead 2']"
DerpGaming,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198095943749,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198072802409,"['Unturned', 'Mount &amp; Blade: Warband', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
FDAOP,"['Portal 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
exploderguy,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
_Daughter_,"['Counter-Strike: Global Offensive', 'Rust', 'Team Fortress 2', ""Garry's Mod""]"
76561198077728175,"['Half-Life 2', 'Team Fortress 2', 'Half-Life 2: Episode Two', 'WARMODE', ""Garry's Mod""]"
76561198079186950,"['Awesomenauts - the 2D moba', 'Magicka']"
76561198064372862,"['BioShock Infinite', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
Dplayedition,"['Rust', 'Counter-Strike: Global Offensive', 'The Forest', 'Half-Life 2']"
yourmumshouselolswag420blaze,"['Age of Empires II HD', 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V""]"
voaDs,"[""Garry's Mod"", 'Counter-Strike: Source', 'Half-Life 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
davidmwilliams,"['Human Resource Machine', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
TechMark,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198084694331,"['The Typing of The Dead: Overkill', 'Hitman: Absolution™', 'Puzzle Pirates', 'Signs of Life']"
NymphIsBae,"['Borderlands: The Pre-Sequel', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
dayfoe,"['Counter-Strike: Global Offensive', 'Rust', 'Team Fortress 2', ""Garry's Mod"", 'The Binding of Isaac: Rebirth']"
dazisbored,"['BioShock Infinite', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
golddragon888,"['Counter-Strike: Global Offensive', 'Unturned', 'Team Fortress 2', ""Garry's Mod"", 'Fallout 4']"
76561198094509661,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198099350431,"['Max Payne 3', 'Mafia II', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198016610271,"['Rocket League®', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Fable Anniversary']"
OrangJagoBanget,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
deadtrooper6424,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Just Cause 2: Multiplayer Mod']"
76561198075026598,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
daelak,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198066037056,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198058858525,"['Just Cause 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198037086921,"['Rust', 'Counter-Strike: Global Offensive', 'The Walking Dead: Season 2', ""Garry's Mod"", 'Team Fortress 2']"
Death159951,"['Dying Light', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'DayZ']"
DeathHamster_,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
deathlord549,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2', ""Garry's Mod""]"
76561198048422769,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
PingazForDays,"['Counter-Strike: Global Offensive', 'Borderlands 2', 'Team Fortress 2', 'Call of Duty®: Black Ops III', ""Garry's Mod""]"
76561198065642311,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198079557901,"[""Garry's Mod"", 'Left 4 Dead 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
TheDecapotato,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Risk of Rain']"
decnov81,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
decronus,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'The Talos Principle', ""Garry's Mod""]"
WarlordPro,"['PAYDAY™ The Heist', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Borderlands 2']"
flyinghigherthanakite,"['Hotline Miami', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Left 4 Dead 2', 'Unturned']"
dpskipper,"['Team Fortress 2', 'Euro Truck Simulator 2', 'Counter-Strike: Global Offensive', 'Game Dev Tycoon']"
76561198043580332,"['The Forest', 'MapleStory', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Rust']"
SuicidalSpree,"['Fallout 4', 'METAL GEAR SOLID V: THE PHANTOM PAIN', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
defox01,"['Team Fortress 2', 'Portal 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Gillus,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198054977907,"['Realm of the Mad God', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198097700773,"['Tropico 4', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Tropico 5', ""Garry's Mod""]"
PandaMessiahFromChina,"['Brawlhalla', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Unturned', 'The Forest']"
thecoolone3,"['Fallout 4', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
Delirious_Panda,"['Counter-Strike: Global Offensive', 'DayZ', 'Warframe', 'Team Fortress 2', ""Garry's Mod""]"
dellerd,"['Europa Universalis IV', 'Sanctum 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Chinonso2,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198061157859,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
aeternum_solus,"['Prison Architect', ""Sid Meier's Civilization®: Beyond Earth™"", ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
majorduck,"['Company of Heroes 2', 'Spec Ops: The Line', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Demalice,"[""Sid Meier's Civilization® V"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198061294635,"['Team Fortress 2', 'Puzzle Pirates', ""Squirt's Adventure"", 'Final Rush']"
Denroxyou,"['Counter-Strike: Global Offensive', ""Garry's Mod"", 'Terraria', 'Team Fortress 2']"
76561198143796448,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
denko1,"[""Garry's Mod"", 'DayZ', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
theoriginaldenny,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Denzham,"['Counter-Strike: Source', 'POSTAL 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
TfhuAWGscvg,"['Undertale', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
rgnr81,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
klmao911,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Tomohawk09,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198068685888,"['Victoria II', 'Killing Floor', 'Papers, Please', 'Sengoku', 'Europa Universalis III Complete']"
Derplexity,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
IcyGurl,"['RaceRoom Racing Experience', ""Garry's Mod""]"
76561198058177580,"['Call of Duty®: Ghosts', 'Liftoff', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Borderlands 2']"
SpectreGuy2015,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198089665351,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
76561198048633975,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'ARK: Survival Evolved']"
cycloneblade11,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198070519095,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
arasuki,"['Undertale', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Dessicrater,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
alicemurphynudes,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198097638512,"[""Garry's Mod"", 'Mount &amp; Blade: Warband', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
DethInvictus,"['Yet Another Zombie Defense', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Rust', 'Fallout 4']"
317984739321,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rocket League®']"
eel_deuce,"[""Sid Meier's Civilization® V"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198064109096,"['Ultra Street Fighter® IV', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive', 'Call of Duty®: Black Ops III']"
Deus_VuIt,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'Mount &amp; Blade: Warband', ""Garry's Mod"", 'ARK: Survival Evolved']"
76561198081440969,"['ARK: Survival Evolved', 'The Forest', 'DARK SOULS™ II', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Devilmoo11,"[""Sid Meier's Civilization® V"", 'Call of Duty®: Black Ops III', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
devoid,"['SPINTIRES™', 'Counter-Strike: Global Offensive', 'GRID Autosport', 'Goat Simulator']"
4563453467436754656677,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
DewyHQ,"['Danganronpa: Trigger Happy Havoc', 'I am Setsuna', 'Terraria', 'Fallout 4', 'Counter-Strike Nexon: Zombies']"
76561198069279256,"['Counter-Strike: Global Offensive', 'Unturned', 'Team Fortress 2', ""Garry's Mod""]"
deynarian,"['Warframe', 'Life is Strange - Episode 1', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
potatomemed123321,"['The Plan', 'Team Fortress 2', 'Left 4 Dead 2', ""Garry's Mod""]"
trumpsupporter,"['Team Fortress 2', 'Unturned', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
edwarddavis,"['Undertale', 'AirMech Strike', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive']"
BioFlashPC,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Call of Duty®: Advanced Warfare - Gold Edition']"
sammonchex,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
diabz,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198029987469,"['The Walking Dead: Season 2', 'The Walking Dead', ""Garry's Mod"", 'The Wolf Among Us', 'Team Fortress 2']"
123456789diamond987654321,"['Euro Truck Simulator 2', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
dickrambo,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
tastyniggers69,"['Dirty Bomb®', 'Mad Max', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Poopsnugg,"['Grand Theft Auto V', 'Dirty Bomb®', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'METAL GEAR SOLID V: THE PHANTOM PAIN']"
d1ckflip,"['Mount &amp; Blade: Warband', 'Defiance', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Jollyjawa,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Undertale']"
Sadtaco,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
BOOTHEGHOSTgaming,"['Spec Ops: The Line', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Rust']"
76561198093468239,"[""Bad Rats: the Rats' Revenge"", 'FINAL FANTASY VII', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198100915105,"['Fractured Space', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Arma 3']"
76561198037338234,"['Counter-Strike: Global Offensive', 'Goat Simulator', 'Grand Theft Auto V']"
